Reaction #,Substrate #,Substrate SMILES,Hydrogen,Carbon,Source,Yield,HAT,ML BDE,NBO Charge,Mulliken Charge,Lowdin Charge,Hirshfeld Charge,Minimum SOMO,Maximum SOMO,Lowest energy SOMO,Average SOMO,Radical Hirshfeld Charge,Minimum electrophilicity,Maximum electrophilicity,Lowest energy electrophilicity,Average electrophilicity,% Vbur H,% Vbur radical,Shellbur H,Shellbur radical,All SOMOS,SOMO energies,All electrophilicities,Olefin #,Olefin carbon,Olefin SMILES,Olefin LUMO,Olefin HOMO,SOMO/LUMO difference,SOMO/HOMO difference,% Vbur olefin,Amide,Carbamate,Aldehyde,Phenyl ring,Ether,Halogen,Pyridine,Alkyl chain,Alkyl ring,Ester,Ketone,nitrile
30,20,CC(C)CCC1=NC=CC=C1,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.19711,0.106824,0.150846,0.019802,-5.589,-5.2719,-5.4651,-5.504313491,-0.053228,0.9154551971,1.022424601,1.00477458,1.004225157,29.21868085,62.48791947,15.20818533,28.87821418,"[-5.464, -5.4651, -5.5367, -5.3383, -5.4813, -5.2719, -5.5098, -5.5666, -5.5381, -5.589]","[-443.923260066803, -443.923715753275, -443.923692994857, -443.92212717619196, -443.921947297389, -443.921944391944, -443.923064988037, -443.923423647401, -443.922034081759, -443.923186042404]","[0.9863533991480431, 1.0047745797212468, 1.0154042302284771, 0.9345700898291007, 0.9903742875418512, 0.9154551970705691, 1.0108376707181201, 1.0214698193775624, 1.0154101291110242, 1.0224246011800149]",4,C1,C=CC#N,-1.9782,-8.1074,3.526113491,2.603086509,59.79266387,0,0,0,0,0,0,1,1,0,0,0,0
30,20,CC(C)CCC1=NC=CC=C1,"H19, H20",C4,3,0,FALSE,97.586655,0.19966,0.101353,0.174908,0.021298,-5.2208,-5.0938,-5.1203,-5.154983191,-0.043888,0.9032466991,0.9719914881,0.9231363492,0.9444820711,37.99574507,75.59819733,23.73393814,52.28539826,"[-5.1588, -5.1904, -5.1756, -5.1203, -5.1481, -5.1274, -5.132, -5.2208, -5.1316, -5.0938]","[-443.928471188464, -443.92826085762005, -443.927722649183, -443.928510577289, -443.927980154553, -443.9271420566, -443.926745100108, -443.92758877212304, -443.926281000897, -443.927101775627]","[0.971714337124376, 0.9719914880972802, 0.9471819833404537, 0.9231363491725715, 0.9244271828405061, 0.942339657611806, 0.9032466990821371, 0.9490419268022425, 0.9050763817868765, 0.9143810244769263]",4,C1,C=CC#N,-1.9782,-8.1074,3.176783191,2.952416809,59.79266387,0,0,0,0,0,0,1,1,0,0,0,0
30,20,CC(C)CCC1=NC=CC=C1,"H21, H22",C5,3,0,FALSE,86.53366,0.22505,0.143449,0.189582,0.030018,-5.1496,-5.0942,-5.0952,-5.10834642,0.049866,1.364105738,1.385107087,1.367266341,1.375758556,39.72740635,75.34647525,24.70888597,50.70972982,"[-5.1242, -5.1496, -5.0942, -5.1055, -5.0952, -5.1134, -5.1125, -5.1247, -5.1049, -5.1054]","[-443.94576873668, -443.943829408108, -443.9459914282651, -443.944094429711, -443.94599302849997, -443.943062174351, -443.943084382093, -443.945766055344, -443.94504301534005, -443.94500924497595]","[1.3828085495242795, 1.383106494946619, 1.3666979684368787, 1.3641057377003478, 1.3672663406687633, 1.3829565058192164, 1.3822367997753384, 1.3829978696377663, 1.3844681958361675, 1.385107087467014]",4,C1,C=CC#N,-1.9782,-8.1074,3.13014642,2.99905358,59.79266387,0,0,0,0,0,0,1,1,0,0,0,0
31,20,CC(C)CCC1=NC=CC=C1,H15,C2,3,55,TRUE,94.96846,0.19512,0.078099,0.19332,0.016608,-4.7241,-4.5547,-4.6646,-4.645819018,0.015917,0.7228203086,0.7872317849,0.7252790229,0.7485649677,49.59967348,83.43069336,30.90943283,63.20562256,"[-4.6835, -4.6378, -4.6052, -4.6764, -4.6011, -4.5547, -4.7241, -4.592, -4.6646, -4.721]","[-443.93448855567505, -443.93618879858803, -443.93533625335397, -443.93230287265, -443.93338889455094, -443.9359706235729, -443.935730679078, -443.935265321229, -443.936346679336, -443.935644387782]","[0.7831450995701742, 0.7578673641087619, 0.7363315103876917, 0.7670683042543814, 0.7322912677193125, 0.7228203086296309, 0.7872317849016393, 0.7314919930705367, 0.7252790228508185, 0.7860452279548162]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,2.813319018,2.930280982,61.13649183,0,0,0,0,0,0,1,1,0,0,0,0
31,20,CC(C)CCC1=NC=CC=C1,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.19711,0.106824,0.150846,0.019802,-5.589,-5.2719,-5.4651,-5.504313491,-0.053228,0.9154551971,1.022424601,1.00477458,1.004225157,29.21868085,62.48791947,15.20818533,28.87821418,"[-5.464, -5.4651, -5.5367, -5.3383, -5.4813, -5.2719, -5.5098, -5.5666, -5.5381, -5.589]","[-443.923260066803, -443.923715753275, -443.923692994857, -443.92212717619196, -443.921947297389, -443.921944391944, -443.923064988037, -443.923423647401, -443.922034081759, -443.923186042404]","[0.9863533991480431, 1.0047745797212468, 1.0154042302284771, 0.9345700898291007, 0.9903742875418512, 0.9154551970705691, 1.0108376707181201, 1.0214698193775624, 1.0154101291110242, 1.0224246011800149]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.671813491,2.071786509,61.13649183,0,0,0,0,0,0,1,1,0,0,0,0
31,20,CC(C)CCC1=NC=CC=C1,"H19, H20",C4,3,0,FALSE,97.586655,0.19966,0.101353,0.174908,0.021298,-5.2208,-5.0938,-5.1203,-5.154983191,-0.043888,0.9032466991,0.9719914881,0.9231363492,0.9444820711,37.99574507,75.59819733,23.73393814,52.28539826,"[-5.1588, -5.1904, -5.1756, -5.1203, -5.1481, -5.1274, -5.132, -5.2208, -5.1316, -5.0938]","[-443.928471188464, -443.92826085762005, -443.927722649183, -443.928510577289, -443.927980154553, -443.9271420566, -443.926745100108, -443.92758877212304, -443.926281000897, -443.927101775627]","[0.971714337124376, 0.9719914880972802, 0.9471819833404537, 0.9231363491725715, 0.9244271828405061, 0.942339657611806, 0.9032466990821371, 0.9490419268022425, 0.9050763817868765, 0.9143810244769263]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.322483191,2.421116809,61.13649183,0,0,0,0,0,0,1,1,0,0,0,0
31,20,CC(C)CCC1=NC=CC=C1,"H21, H22",C5,3,0,FALSE,86.53366,0.22505,0.143449,0.189582,0.030018,-5.1496,-5.0942,-5.0952,-5.10834642,0.049866,1.364105738,1.385107087,1.367266341,1.375758556,39.72740635,75.34647525,24.70888597,50.70972982,"[-5.1242, -5.1496, -5.0942, -5.1055, -5.0952, -5.1134, -5.1125, -5.1247, -5.1049, -5.1054]","[-443.94576873668, -443.943829408108, -443.9459914282651, -443.944094429711, -443.94599302849997, -443.943062174351, -443.943084382093, -443.945766055344, -443.94504301534005, -443.94500924497595]","[1.3828085495242795, 1.383106494946619, 1.3666979684368787, 1.3641057377003478, 1.3672663406687633, 1.3829565058192164, 1.3822367997753384, 1.3829978696377663, 1.3844681958361675, 1.385107087467014]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.27584642,2.46775358,61.13649183,0,0,0,0,0,0,1,1,0,0,0,0
32,20,CC(C)CCC1=NC=CC=C1,H15,C2,3,47,TRUE,94.96846,0.19512,0.078099,0.19332,0.016608,-4.7241,-4.5547,-4.6646,-4.645819018,0.015917,0.7228203086,0.7872317849,0.7252790229,0.7485649677,49.59967348,83.43069336,30.90943283,63.20562256,"[-4.6835, -4.6378, -4.6052, -4.6764, -4.6011, -4.5547, -4.7241, -4.592, -4.6646, -4.721]","[-443.93448855567505, -443.93618879858803, -443.93533625335397, -443.93230287265, -443.93338889455094, -443.9359706235729, -443.935730679078, -443.935265321229, -443.936346679336, -443.935644387782]","[0.7831450995701742, 0.7578673641087619, 0.7363315103876917, 0.7670683042543814, 0.7322912677193125, 0.7228203086296309, 0.7872317849016393, 0.7314919930705367, 0.7252790228508185, 0.7860452279548162]",5,C1,C=CC(C)=O,-1.9354,-7.0384,2.710419018,2.392580982,60.77911164,0,0,0,0,0,0,1,1,0,0,0,0
32,20,CC(C)CCC1=NC=CC=C1,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.19711,0.106824,0.150846,0.019802,-5.589,-5.2719,-5.4651,-5.504313491,-0.053228,0.9154551971,1.022424601,1.00477458,1.004225157,29.21868085,62.48791947,15.20818533,28.87821418,"[-5.464, -5.4651, -5.5367, -5.3383, -5.4813, -5.2719, -5.5098, -5.5666, -5.5381, -5.589]","[-443.923260066803, -443.923715753275, -443.923692994857, -443.92212717619196, -443.921947297389, -443.921944391944, -443.923064988037, -443.923423647401, -443.922034081759, -443.923186042404]","[0.9863533991480431, 1.0047745797212468, 1.0154042302284771, 0.9345700898291007, 0.9903742875418512, 0.9154551970705691, 1.0108376707181201, 1.0214698193775624, 1.0154101291110242, 1.0224246011800149]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.568913491,1.534086509,60.77911164,0,0,0,0,0,0,1,1,0,0,0,0
32,20,CC(C)CCC1=NC=CC=C1,"H19, H20",C4,3,0,FALSE,97.586655,0.19966,0.101353,0.174908,0.021298,-5.2208,-5.0938,-5.1203,-5.154983191,-0.043888,0.9032466991,0.9719914881,0.9231363492,0.9444820711,37.99574507,75.59819733,23.73393814,52.28539826,"[-5.1588, -5.1904, -5.1756, -5.1203, -5.1481, -5.1274, -5.132, -5.2208, -5.1316, -5.0938]","[-443.928471188464, -443.92826085762005, -443.927722649183, -443.928510577289, -443.927980154553, -443.9271420566, -443.926745100108, -443.92758877212304, -443.926281000897, -443.927101775627]","[0.971714337124376, 0.9719914880972802, 0.9471819833404537, 0.9231363491725715, 0.9244271828405061, 0.942339657611806, 0.9032466990821371, 0.9490419268022425, 0.9050763817868765, 0.9143810244769263]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.219583191,1.883416809,60.77911164,0,0,0,0,0,0,1,1,0,0,0,0
32,20,CC(C)CCC1=NC=CC=C1,"H21, H22",C5,3,0,FALSE,86.53366,0.22505,0.143449,0.189582,0.030018,-5.1496,-5.0942,-5.0952,-5.10834642,0.049866,1.364105738,1.385107087,1.367266341,1.375758556,39.72740635,75.34647525,24.70888597,50.70972982,"[-5.1242, -5.1496, -5.0942, -5.1055, -5.0952, -5.1134, -5.1125, -5.1247, -5.1049, -5.1054]","[-443.94576873668, -443.943829408108, -443.9459914282651, -443.944094429711, -443.94599302849997, -443.943062174351, -443.943084382093, -443.945766055344, -443.94504301534005, -443.94500924497595]","[1.3828085495242795, 1.383106494946619, 1.3666979684368787, 1.3641057377003478, 1.3672663406687633, 1.3829565058192164, 1.3822367997753384, 1.3829978696377663, 1.3844681958361675, 1.385107087467014]",5,C1,C=CC(C)=O,-1.9354,-7.0384,3.17294642,1.93005358,60.77911164,0,0,0,0,0,0,1,1,0,0,0,0
33,21,CC(C)CC1=CC=NC=C1,H14,C2,3,58,TRUE,95.55636,0.19247,0.078412,0.187943,0.020454,-5.1055,-5.0905,-5.1055,-5.097537288,0.023622,0.9348083938,0.9876820883,0.9876820883,0.9562647469,42.82426144,82.65425511,22.37655747,61.46049857,"[-5.0905, -5.1055, -5.0944]","[-404.656174433326, -404.656383350606, -404.656099339331]","[0.9348083937706197, 0.9876820882887946, 0.9370543988321993]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.134337288,2.527562712,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
33,21,CC(C)CC1=CC=NC=C2,"H11-H13, H15-H17","C1, C3",3,0,FALSE,100.44863,0.20884,0.116606,0.148108,0.025068,-5.8547,-5.8208,-5.8387,-5.842649228,-0.04834,1.139915836,1.162321081,1.139915836,1.150315169,27.17994105,64.38995487,16.15577456,33.42173387,"[-5.8387, -5.8208, -5.8547]","[-404.645084266335, -404.644050471825, -404.645020129886]","[1.1399158359866923, 1.1478698684510735, 1.1623210814842957]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.879449228,1.782450772,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
33,21,CC(C)CC1=CC=NC=C3,"H18, H19",C4,3,0,FALSE,88.82032,0.21575,0.119256,0.183761,0.028859,-5.4457,-5.4065,-5.4065,-5.409617815,0.001449,1.534790868,1.544303162,1.534790868,1.53677895,37.99681777,76.16195157,24.24775478,52.7597058,"[-5.4129, -5.4457, -5.4065]","[-404.665200140066, -404.660569034355, -404.665322596736]","[1.538986585262202, 1.5443031619845788, 1.534790867527349]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.446417815,2.215482185,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
34,22,CC(C)CCC1=CC=NC=C1,H15,C2,3,64,TRUE,94.97104,0.19942,0.095759,0.194009,0.01753,-4.9789,-4.8073,-4.8474,-4.844582878,0.017333,0.8070885375,0.908478214,0.8145890914,0.8402174574,49.97755582,83.60628048,31.25016377,63.58905339,"[-4.8097, -4.8384, -4.8174, -4.9789, -4.8474, -4.9713, -4.8073, -4.8392]","[-443.934068230903, -443.933642093691, -443.933984714573, -443.93376768617003, -443.93422253065796, -443.93041469468994, -443.934104290829, -443.93267044249]","[0.83530279170477, 0.8305872381618197, 0.8396130203208322, 0.9084782139986158, 0.8145890913599945, 0.8070885374578182, 0.8350831632197212, 0.8320991048944172]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.881382878,2.780517122,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
34,22,CC(C)CCC1=CC=NC=C2,"H12-H14, H16-H18","C1, C3",3,0,FALSE,100.43485,0.2005,0.104479,0.147276,0.019974,-5.7996,-5.5067,-5.7931,-5.776852648,-0.045108,1.001101736,1.139886038,1.117702289,1.121302896,36.07877921,64.39639367,23.18382097,34.6431582,"[-5.7931, -5.7696, -5.7179, -5.792, -5.5067, -5.7996, -5.7911, -5.7696]","[-443.921898546619, -443.92158804667696, -443.91924761358496, -443.92137844327505, -443.91974308151697, -443.91962586524704, -443.92189006944795, -443.921512288559]","[1.1177022885496124, 1.1285478827671018, 1.0899754549349683, 1.1398860376636673, 1.001101736237114, 1.1314232692951351, 1.116900220539727, 1.1292443585403706]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.813652648,1.848247352,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
34,22,CC(C)CCC1=CC=NC=C3,"H19, H20",C4,3,0,FALSE,97.49177,0.20059,0.103796,0.176765,0.020579,-5.4493,-5.3609,-5.4351,-5.416659786,-0.010986,1.014557428,1.051517856,1.041066275,1.039028991,41.58225993,75.93607596,26.45332569,52.88731658,"[-5.4493, -5.3609, -5.3928, -5.4005, -5.4136, -5.3776, -5.434, -5.4351]","[-443.92714671870203, -443.927145659385, -443.92661006177997, -443.926076548012, -443.924605552919, -443.925799791766, -443.927452226949, -443.92752051091594]","[1.0452825908557777, 1.0293845541749187, 1.0515178561546452, 1.0213386061952743, 1.044782004775338, 1.0145574279031118, 1.0422565022507175, 1.0410662747172366]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.453459786,2.208440214,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
34,22,CC(C)CCC1=CC=NC=C4,"H21, H22",C5,3,0,FALSE,87.39821,0.21725,0.125731,0.180283,0.030701,-5.4241,-5.3826,-5.3831,-5.395953723,0.003494,1.537265109,1.557611888,1.537963021,1.546274058,33.95114667,75.4772038,21.38808841,51.19942607,"[-5.4241, -5.3826, -5.3826, -5.3923, -5.393, -5.3933, -5.4226, -5.3831]","[-443.942776393775, -443.942989966935, -443.94302531131996, -443.941913036323, -443.9418792410241, -443.941900149461, -443.94277235531996, -443.943034704371]","[1.5572472078017625, 1.537605069319219, 1.5372651092406415, 1.5567163883564454, 1.5574349645321708, 1.5576118876251526, 1.5558813420587625, 1.5379630213244229]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.432753723,2.229146277,71.91406126,0,0,0,0,0,0,1,1,0,0,0,0
35,23,CC(CCC(OC(C)(C)C)=O)C,H16,C2,1,72,TRUE,95.19521,0.19369,0.085922,0.193151,0.019025,-4.9137,-4.7382,-4.7738,-4.812280745,0.017312,0.7637294852,0.8398370258,0.7637294852,0.7973827015,52.53559669,83.04479205,32.97840689,62.13625624,"[-4.8659, -4.7382, -4.8774, -4.8135, -4.8397, -4.7738, -4.9137, -4.7585, -4.7596, -4.7625]","[-542.6198665910031, -542.618797233422, -542.619520370899, -542.6177391470701, -542.620003532736, -542.620427302025, -542.619600549753, -542.618401022513, -542.6195486353249, -542.620111564032]","[0.8301445762994771, 0.7653868626254096, 0.8398370257879787, 0.8100698980591924, 0.8168877732265099, 0.7637294852482345, 0.8354106265155111, 0.7784310207754909, 0.7765911153096525, 0.7783719616540387]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,2.849080745,2.812819255,71.91406126,0,0,0,0,0,0,0,1,0,1,0,0
35,23,CC(CCC(OC(C)(C)C)=O)C,"H13-H15, H30-H32",C1,1,0,FALSE,100.43175,0.21186,0.138701,0.156504,0.020573,-5.736,-5.595,-5.6099,-5.650077363,-0.047908,1.032347272,1.091271795,1.033485723,1.057107,39.54021752,63.95406463,29.55612239,32.19335181,"[-5.6099, -5.595, -5.622, -5.6441, -5.5999, -5.6173, -5.7333, -5.734, -5.736, -5.6811]","[-542.608927953106, -542.6075445306591, -542.607717016727, -542.6063032423759, -542.608234619843, -542.607129435381, -542.607802632204, -542.607922372418, -542.607831602929, -542.607749990898]","[1.0334857234420962, 1.0575428708562133, 1.05863610601025, 1.0549347631420238, 1.0366679740628086, 1.0323472721094504, 1.0897248948606313, 1.0906862849630345, 1.0912717949653687, 1.072935644027227]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.686877363,1.975022637,71.91406126,0,0,0,0,0,0,0,1,0,1,0,0
35,23,CC(CCC(OC(C)(C)C)=O)C,"H17, H18",C3,1,0,FALSE,97.99734,0.20022,0.102834,0.175162,0.02322,-5.4038,-5.1718,-5.1718,-5.286824101,-0.016401,0.8660481672,1.03881351,0.8660481672,0.9516932178,37.73983054,75.93400086,23.06948601,52.31026802,"[-5.4038, -5.3291, -5.3721, -5.3106, -5.1718, -5.2909, -5.325, -5.332, -5.3252, -5.2957]","[-542.612563022147, -542.612797475686, -542.6126985813099, -542.613298022034, -542.614042823062, -542.611179124011, -542.613109747521, -542.61300147286, -542.6131579832239, -542.613175506789]","[1.038813510081893, 0.9758107820079679, 1.0179407598244328, 0.9657755859895782, 0.866048167219553, 0.9627075639510435, 0.9741204623218374, 0.975192729007442, 0.9750326370109333, 0.9838848250278261]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,3.323624101,2.338275899,71.91406126,0,0,0,0,0,0,0,1,0,1,0,0
35,23,CC(CCC(OC(C)(C)C)=O)C,"H19, H20",C4,1,0,FALSE,91.37456,0.22018,0.145474,0.186028,0.029108,-6.2774,-6.2601,-6.2607,-6.263621804,0.196257,1.616239698,1.640957479,1.618279622,1.624437356,40.00768044,74.78112436,27.15308471,49.2026007,"[-6.2761, -6.2607, -6.2774, -6.2658, -6.2601, -6.2667, -6.2639, -6.262, -6.2637, -6.2661]","[-542.621459688424, -542.6230104757161, -542.6214538869849, -542.621618097717, -542.622975271828, -542.6220048318801, -542.6226973056021, -542.622652727332, -542.622611594973, -542.6215894423821]","[1.6230494561332587, 1.6182796221958473, 1.6241962069359224, 1.6162396975541033, 1.6194338485151096, 1.6409574788374681, 1.6298314398272422, 1.6274957429427646, 1.629180802255213, 1.6172323232916181]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.300421804,1.361478196,71.91406126,0,0,0,0,0,0,0,1,0,1,0,0
35,23,CC(CCC(OC(C)(C)C)=O)C,H21-H29,C8-C10,1,0,FALSE,102.15738,0.21186,0.118493,0.162682,0.026519,-6.3609,-5.9484,-5.9547,-5.963854021,-0.072676,1.126867129,1.282664011,1.126867129,1.137483679,32.41190135,67.20332922,22.00719628,38.17541786,"[-5.9719, -5.9642, -5.9641, -5.9797, -5.9547, -5.973, -6.3609, -5.9828, -5.9484, -5.9661]","[-542.6056252165199, -542.6059711712819, -542.6067205935, -542.605253423299, -542.607008697733, -542.604935963832, -542.6035052562461, -542.604895010726, -542.606552372062, -542.606499069018]","[1.1470774120963023, 1.1386962700499201, 1.1443625718294896, 1.147511237383992, 1.126867129154517, 1.149176387326526, 1.2826640110472156, 1.1589802917011576, 1.1332511525556095, 1.1320433966397758]",3,C3,O=C(/C=C\C(OC)=O)OC,-1.9632,-7.6251,4.000654021,1.661245979,71.91406126,0,0,0,0,0,0,0,1,0,1,0,0
36,23,CC(CCC(OC(C)(C)C)=O)C,H16,C2,1,55,TRUE,95.19521,0.19369,0.085922,0.193151,0.019025,-4.9137,-4.7382,-4.7738,-4.812280745,0.017312,0.7637294852,0.8398370258,0.7637294852,0.7973827015,52.53559669,83.04479205,32.97840689,62.13625624,"[-4.8659, -4.7382, -4.8774, -4.8135, -4.8397, -4.7738, -4.9137, -4.7585, -4.7596, -4.7625]","[-542.6198665910031, -542.618797233422, -542.619520370899, -542.6177391470701, -542.620003532736, -542.620427302025, -542.619600549753, -542.618401022513, -542.6195486353249, -542.620111564032]","[0.8301445762994771, 0.7653868626254096, 0.8398370257879787, 0.8100698980591924, 0.8168877732265099, 0.7637294852482345, 0.8354106265155111, 0.7784310207754909, 0.7765911153096525, 0.7783719616540387]",4,C1,C=CC#N,-1.9782,-8.1074,2.834080745,3.295119255,59.79266387,0,0,0,0,0,0,0,1,0,1,0,0
36,23,CC(CCC(OC(C)(C)C)=O)C,"H13-H15, H30-H32",C1,1,0,FALSE,100.43175,0.21186,0.138701,0.156504,0.020573,-5.736,-5.595,-5.6099,-5.650077363,-0.047908,1.032347272,1.091271795,1.033485723,1.057107,39.54021752,63.95406463,29.55612239,32.19335181,"[-5.6099, -5.595, -5.622, -5.6441, -5.5999, -5.6173, -5.7333, -5.734, -5.736, -5.6811]","[-542.608927953106, -542.6075445306591, -542.607717016727, -542.6063032423759, -542.608234619843, -542.607129435381, -542.607802632204, -542.607922372418, -542.607831602929, -542.607749990898]","[1.0334857234420962, 1.0575428708562133, 1.05863610601025, 1.0549347631420238, 1.0366679740628086, 1.0323472721094504, 1.0897248948606313, 1.0906862849630345, 1.0912717949653687, 1.072935644027227]",4,C1,C=CC#N,-1.9782,-8.1074,3.671877363,2.457322637,59.79266387,0,0,0,0,0,0,0,1,0,1,0,0
36,23,CC(CCC(OC(C)(C)C)=O)C,"H17, H18",C3,1,0,FALSE,97.99734,0.20022,0.102834,0.175162,0.02322,-5.4038,-5.1718,-5.1718,-5.286824101,-0.016401,0.8660481672,1.03881351,0.8660481672,0.9516932178,37.73983054,75.93400086,23.06948601,52.31026802,"[-5.4038, -5.3291, -5.3721, -5.3106, -5.1718, -5.2909, -5.325, -5.332, -5.3252, -5.2957]","[-542.612563022147, -542.612797475686, -542.6126985813099, -542.613298022034, -542.614042823062, -542.611179124011, -542.613109747521, -542.61300147286, -542.6131579832239, -542.613175506789]","[1.038813510081893, 0.9758107820079679, 1.0179407598244328, 0.9657755859895782, 0.866048167219553, 0.9627075639510435, 0.9741204623218374, 0.975192729007442, 0.9750326370109333, 0.9838848250278261]",4,C1,C=CC#N,-1.9782,-8.1074,3.308624101,2.820575899,59.79266387,0,0,0,0,0,0,0,1,0,1,0,0
36,23,CC(CCC(OC(C)(C)C)=O)C,"H19, H20",C4,1,0,FALSE,91.37456,0.22018,0.145474,0.186028,0.029108,-6.2774,-6.2601,-6.2607,-6.263621804,0.196257,1.616239698,1.640957479,1.618279622,1.624437356,40.00768044,74.78112436,27.15308471,49.2026007,"[-6.2761, -6.2607, -6.2774, -6.2658, -6.2601, -6.2667, -6.2639, -6.262, -6.2637, -6.2661]","[-542.621459688424, -542.6230104757161, -542.6214538869849, -542.621618097717, -542.622975271828, -542.6220048318801, -542.6226973056021, -542.622652727332, -542.622611594973, -542.6215894423821]","[1.6230494561332587, 1.6182796221958473, 1.6241962069359224, 1.6162396975541033, 1.6194338485151096, 1.6409574788374681, 1.6298314398272422, 1.6274957429427646, 1.629180802255213, 1.6172323232916181]",4,C1,C=CC#N,-1.9782,-8.1074,4.285421804,1.843778196,59.79266387,0,0,0,0,0,0,0,1,0,1,0,0
36,23,CC(CCC(OC(C)(C)C)=O)C,H21-H29,C8-C10,1,0,FALSE,102.15738,0.21186,0.118493,0.162682,0.026519,-6.3609,-5.9484,-5.9547,-5.963854021,-0.072676,1.126867129,1.282664011,1.126867129,1.137483679,32.41190135,67.20332922,22.00719628,38.17541786,"[-5.9719, -5.9642, -5.9641, -5.9797, -5.9547, -5.973, -6.3609, -5.9828, -5.9484, -5.9661]","[-542.6056252165199, -542.6059711712819, -542.6067205935, -542.605253423299, -542.607008697733, -542.604935963832, -542.6035052562461, -542.604895010726, -542.606552372062, -542.606499069018]","[1.1470774120963023, 1.1386962700499201, 1.1443625718294896, 1.147511237383992, 1.126867129154517, 1.149176387326526, 1.2826640110472156, 1.1589802917011576, 1.1332511525556095, 1.1320433966397758]",4,C1,C=CC#N,-1.9782,-8.1074,3.985654021,2.143545979,59.79266387,0,0,0,0,0,0,0,1,0,1,0,0
37,24,O=C1OC(C)CC1,H8,C4,1,80,TRUE,94.39671,0.19181,0.100601,0.182748,0.036643,-5.1743,-5.1708,-5.174,-5.172722104,-0.072928,0.9245437223,0.9261391886,0.9259934282,0.9254477078,33.18675875,79.12426629,15.67816071,54.58901848,"[-5.1708, -5.1743, -5.1718, -5.174]","[-345.039735430723, -345.039728354309, -345.039735344103, -345.039735515285]","[0.9245437222926915, 0.9261391885674898, 0.925119576258901, 0.9259934282446778]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,3.340222104,2.403377896,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
37,24,O=C1OC(C)CC1,H9-H11,C5,1,0,FALSE,101.42066,0.21278,0.120519,0.152804,0.032686,-6.7161,-6.3059,-6.4603,-6.456872979,-0.037089,1.305859137,1.498463657,1.380763809,1.378705965,25.48845694,61.43026109,13.096712,26.31842245,"[-6.7161, -6.4603, -6.3059, -6.4701]","[-345.024034649822, -345.02547032589, -345.02478395386197, -345.025445622791]","[1.498463656901165, 1.380763808530211, 1.3058591366843415, 1.3858677543705928]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.624372979,1.119227021,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
37,24,O=C1OC(C)CC1,"H12, H13",C6,1,0,FALSE,97.30263,0.21711,0.114756,0.170805,0.034212,-6.0308,-6.0303,-6.0303,-6.030524443,-0.04247,1.221978678,1.222406849,1.221978678,1.222266741,32.80833156,71.31145131,17.77972664,43.77554381,"[-6.0303, -6.0307, -6.0308, -6.0303]","[-345.033196587898, -345.03318495017896, -345.033189766829, -345.033188540323]","[1.221978678110972, 1.2223618707574913, 1.2223223196249333, 1.222406848658879]",9,C1,C=CS(=O)(C1=CC=CC=C1)=O,-1.8325,-7.5761,4.198024443,1.545575557,61.13649183,0,0,0,0,0,0,0,0,1,1,0,0
